shop_id,median_l2w,sum_l2w,max_l2w,var_l2w,min_l2w,mean_l2w
1103,46.0,574,69,221.141025641,19,44.1538461538
1104,266.0,4185,523,10037.9175824,193,298.928571429
1105,89.5,1293,115,211.478021978,64,92.3571428571
1106,54.0,634,67,435.450549451,16,45.2857142857
1107,45.0,797,109,690.532967033,28,56.9285714286
1108,127.5,1679,179,970.532967033,80,119.928571429
1109,104.0,542,137,358.8,85,108.4
1110,188.0,2392,234,2397.67032967,93,170.857142857
1111,54.0,708,79,429.186813187,17,50.5714285714
1112,77.5,1041,103,364.401098901,28,74.3571428571
1113,186.0,2648,235,707.824175824,155,189.142857143
1114,173.5,2146,210,2347.91208791,81,153.285714286
1115,42.5,569,70,253.93956044,11,40.6428571429
1116,209.5,2446,334,14230.3736264,11,174.714285714
1117,253.0,3565,303,850.708791209,209,254.642857143
1118,112.5,1795,204,2497.87362637,70,128.214285714
1119,67.0,1004,111,291.604395604,49,71.7142857143
1120,41.5,607,60,70.0934065934,30,43.3571428571
1121,126.0,1779,162,398.379120879,92,127.071428571
1122,105.5,1529,151,710.335164835,73,109.214285714
1123,588.0,7931,749,10590.1153846,422,566.5
1124,31.0,705,125,1268.70879121,15,50.3571428571
1125,233.0,3612,414,6270.92307692,168,258.0
1126,98.5,1424,145,307.142857143,81,101.714285714
1127,99.5,1491,166,769.961538462,69,106.5
1128,78.5,1075,118,577.873626374,43,76.7857142857
1129,105.5,1505,166,549.038461538,76,107.5
1130,97.0,1318,129,495.978021978,55,94.1428571429
1131,197.5,2259,225,4240.86263736,73,161.357142857
1132,70.5,975,82,89.0164835165,55,69.6428571429
1133,51.0,726,78,111.362637363,39,51.8571428571
1134,68.5,1025,109,298.950549451,55,73.2142857143
1135,141.0,2091,221,1379.47802198,78,149.357142857
1136,226.0,3012,256,765.362637363,170,215.142857143
1137,74.5,1043,109,178.269230769,58,74.5
1138,50.5,738,80,136.681318681,31,52.7142857143
1139,70.5,1007,93,163.917582418,55,71.9285714286
1140,128.0,1497,187,3399.3021978,33,106.928571429
1141,88.0,1226,113,312.571428571,53,87.5714285714
1142,74.5,1128,122,487.032967033,52,80.5714285714
1143,84.0,1363,176,1068.09340659,64,97.3571428571
1144,86.5,1244,129,398.285714286,61,88.8571428571
1145,63.5,965,142,756.379120879,39,68.9285714286
1146,189.0,2641,215,193.478021978,161,188.642857143
1147,430.0,5562,496,9843.2967033,158,397.285714286
1148,65.5,876,82,227.494505495,29,62.5714285714
1149,58.5,825,83,185.763736264,36,58.9285714286
1150,335.0,4925,477,3545.71978022,277,351.785714286
1151,113.5,1635,155,585.258241758,78,116.785714286
1152,192.5,2875,267,1254.4010989,164,205.357142857
1153,201.0,2875,291,2159.63186813,146,205.357142857
1154,64.5,904,100,365.340659341,35,64.5714285714
1155,57.5,808,76,79.1428571429,38,57.7142857143
1156,69.0,1081,118,459.873626374,45,77.2142857143
1157,77.0,927,94,549.873626374,31,66.2142857143
1158,65.5,928,90,116.065934066,52,66.2857142857
1159,79.5,1113,113,181.038461538,58,79.5
1160,50.0,676,66,205.142857143,25,48.2857142857
1161,91.0,1361,159,1735.41208791,51,97.2142857143
1162,79.0,1216,139,602.747252747,54,86.8571428571
1163,81.0,1053,130,1182.48901099,28,75.2142857143
1164,44.0,738,89,433.296703297,30,52.7142857143
1165,69.0,916,91,164.571428571,48,65.4285714286
1166,84.5,1230,107,143.824175824,67,87.8571428571
1167,85.5,1426,189,1252.59340659,66,101.857142857
1168,207.5,3167,352,3686.7967033,153,226.214285714
1169,142.5,1966,170,349.648351648,115,140.428571429
1170,59.0,801,85,171.565934066,42,57.2142857143
1171,62.5,1119,196,1899.14835165,37,79.9285714286
1172,61.0,967,120,613.456043956,41,69.0714285714
1173,87.0,1280,120,248.725274725,72,91.4285714286
1174,130.0,1574,173,1567.64835165,52,112.428571429
1175,177.5,2543,232,858.093406593,122,181.642857143
1176,109.0,1528,144,291.516483516,76,109.142857143
1177,105.5,1490,122,118.571428571,83,106.428571429
1178,182.5,2247,270,6519.80769231,61,160.5
1179,94.0,1305,126,260.489010989,62,93.2142857143
1180,138.0,2033,192,838.796703297,97,145.214285714
1181,181.0,2516,210,412.21978022,144,179.714285714
1182,64.0,941,104,362.489010989,45,67.2142857143
1183,63.0,860,100,344.263736264,36,61.4285714286
1184,127.5,1733,165,599.412087912,79,123.785714286
1185,254.0,2363,310,8332.96363636,5,214.818181818
1186,68.5,948,82,72.989010989,55,67.7142857143
1187,82.0,1120,113,482.307692308,49,80.0
1188,122.0,1610,155,974.461538462,54,115.0
1189,80.0,1091,119,394.91025641,53,83.9230769231
1190,365.0,5251,518,4794.53296703,271,375.071428571
1191,61.0,854,71,42.3076923077,45,61.0
1192,69.0,1010,91,165.208791209,54,72.1428571429
1193,93.5,1304,144,557.978021978,62,93.1428571429
1194,153.0,2217,215,943.631868132,112,158.357142857
1195,67.5,1166,166,1150.06593407,51,83.2857142857
1196,102.5,1534,149,387.494505495,85,109.571428571
1197,125.5,1775,172,334.181318681,100,126.785714286
1198,68.5,994,87,134.307692308,54,71.0
1199,123.5,1321,161,3175.78571429,22,94.3571428571
1200,67.0,924,83,78.1538461538,47,66.0
1201,153.5,2088,225,2836.43956044,76,149.142857143
1202,41.5,597,72,272.554945055,22,42.6428571429
1203,168.5,2701,279,4802.68681319,115,192.928571429
1204,119.0,1738,189,1638.59340659,73,124.142857143
1205,99.0,1310,136,1124.10989011,38,93.5714285714
1206,57.5,717,68,275.71978022,19,51.2142857143
1207,63.5,979,111,332.225274725,42,69.9285714286
1208,111.0,1660,172,1016.26373626,86,118.571428571
1209,56.0,829,83,160.335164835,38,59.2142857143
1210,81.5,1128,99,131.340659341,60,80.5714285714
1211,223.5,3349,362,5248.64285714,146,239.214285714
1212,85.5,1205,114,224.379120879,59,86.0714285714
1213,206.0,2379,253,5377.3021978,64,169.928571429
1214,77.0,795,119,2066.48901099,3,56.7857142857
1215,55.5,807,103,431.17032967,36,57.6428571429
1216,85.0,1122,119,721.516483516,36,80.1428571429
1217,181.5,3248,509,16463.8461538,103,232.0
1218,152.0,1684,194,3820.68131868,33,120.285714286
1219,53.5,795,90,238.489010989,39,56.7857142857
1220,187.0,1945,221,5590.42307692,2,149.615384615
1221,158.0,2472,277,2351.18681319,123,176.571428571
1222,78.0,1104,102,110.747252747,60,78.8571428571
1223,108.5,1589,187,988.423076923,66,113.5
1224,119.0,1744,179,1097.64835165,85,124.571428571
1225,63.5,872,88,232.835164835,35,62.2857142857
1226,503.5,7052,595,2163.45054945,427,503.714285714
1227,120.0,1663,147,235.873626374,89,118.785714286
1228,119.0,1719,154,312.027472527,96,122.785714286
1229,609.5,7713,691,28092.3791209,97,550.928571429
1230,59.5,903,89,211.192307692,45,64.5
1231,169.0,2426,284,1731.6043956,103,173.285714286
1232,66.0,859,81,192.862637363,27,61.3571428571
1233,80.5,1099,115,566.423076923,44,78.5
1234,33.5,619,80,445.71978022,22,44.2142857143
1235,75.0,1095,108,118.642857143,61,78.2142857143
1236,126.5,1747,156,280.950549451,98,124.785714286
1237,65.0,919,89,223.631868132,43,65.6428571429
1238,100.5,1325,122,427.016483516,52,94.6428571429
1239,71.0,996,83,41.978021978,61,71.1428571429
1240,156.5,2170,197,613.384615385,112,155.0
1241,54.0,1061,151,1847.56593407,29,75.7857142857
1242,66.5,954,92,136.747252747,45,68.1428571429
1243,38.0,422,58,333.424242424,4,35.1666666667
1244,150.5,2160,196,419.142857143,124,154.285714286
1245,78.0,1091,101,126.686813187,59,77.9285714286
1246,78.5,1294,175,1451.18681319,59,92.4285714286
1247,80.0,1079,105,265.917582418,44,77.0714285714
1248,110.0,1489,139,369.324175824,74,106.357142857
1249,230.0,2778,249,2347.49450549,114,198.428571429
1250,189.5,2368,235,2585.82417582,86,169.142857143
1251,80.0,1134,113,162.307692308,63,81.0
1252,182.5,2752,308,4885.49450549,105,196.571428571
1253,70.0,999,90,107.324175824,56,71.3571428571
1254,58.0,857,83,107.412087912,49,61.2142857143
1255,49.5,996,175,2185.05494505,32,71.1428571429
1256,251.5,3533,324,1299.32417582,184,252.357142857
1257,265.5,2868,408,5024.17777778,190,286.8
1258,239.5,3014,284,3750.52747253,101,215.285714286
1259,66.5,950,102,207.208791209,50,67.8571428571
1260,92.0,1246,117,310.153846154,57,89.0
1261,97.5,1264,149,1804.37362637,32,90.2857142857
1262,96.5,1466,154,466.373626374,76,104.714285714
1263,292.5,4333,440,5909.34615385,219,309.5
1264,124.5,1813,203,1481.96153846,65,129.5
1265,34.5,644,83,650.153846154,19,46.0
1266,80.5,1064,102,302.0,55,76.0
1267,168.0,2413,238,868.554945055,134,172.357142857
1268,330.5,4328,384,2981.97802198,213,309.142857143
1269,295.5,1067,359,12916.25,117,266.75
1270,78.5,1229,166,987.412087912,60,87.7857142857
1271,186.0,2639,232,285.807692308,161,188.5
1272,93.5,1229,119,738.027472527,48,87.7857142857
1273,128.5,1813,161,387.192307692,81,129.5
1274,63.0,902,86,141.648351648,46,64.4285714286
1275,100.5,1800,274,5103.64835165,58,128.571428571
1276,112.0,1542,152,1014.43956044,71,110.142857143
1277,66.5,943,115,477.785714286,33,67.3571428571
1278,55.0,1041,140,1365.93956044,37,74.3571428571
1279,89.5,1270,109,96.8351648352,77,90.7142857143
1280,73.5,1036,94,103.692307692,57,74.0
1281,72.5,1074,100,188.373626374,59,76.7142857143
1282,62.0,840,83,210.615384615,40,60.0
1283,206.5,3020,298,2596.68131868,148,215.714285714
1284,84.0,1152,94,105.912087912,56,82.2857142857
1285,114.0,1530,137,301.450549451,81,109.285714286
1286,111.0,1475,145,507.785714286,69,105.357142857
1287,112.0,1690,172,637.912087912,88,120.714285714
1288,98.0,1374,145,450.131868132,73,98.1428571429
1289,73.0,1074,132,555.142857143,47,76.7142857143
1290,91.0,1357,141,776.379120879,56,96.9285714286
1291,65.5,1021,122,659.148351648,40,72.9285714286
1292,178.0,2714,273,969.824175824,167,193.857142857
1293,146.0,1884,166,984.10989011,73,134.571428571
1294,65.0,943,98,223.016483516,47,67.3571428571
1295,71.0,1050,111,299.384615385,53,75.0
1296,648.0,7637,1293,79444.2333333,510,763.7
1297,209.5,2824,247,2220.37362637,53,201.714285714
1298,155.5,2211,190,383.60989011,125,157.928571429
1299,160.0,2206,199,916.571428571,118,157.571428571
1300,66.0,896,82,143.846153846,41,64.0
1301,95.5,1459,141,598.335164835,75,104.214285714
1302,561.5,9771,1173,75646.532967,424,697.928571429
1303,169.5,2335,212,918.335164835,117,166.785714286
1304,106.5,1462,136,454.263736264,75,104.428571429
1305,146.0,2054,383,19897.6060606,3,171.166666667
1306,351.5,5255,558,7135.63186813,283,375.357142857
1307,64.5,890,98,392.263736264,26,63.5714285714
1308,343.0,4483,385,3613.87362637,190,320.214285714
1309,261.5,3550,362,4544.87912088,118,253.571428571
1310,276.0,4207,397,2943.5,235,300.5
1311,88.0,1255,139,521.631868132,61,89.6428571429
1312,102.0,1483,130,210.379120879,81,105.928571429
1313,47.5,788,93,527.450549451,28,56.2857142857
1314,183.5,2574,263,1149.67032967,136,183.857142857
1315,176.5,2502,286,3601.75824176,50,178.714285714
1316,70.0,1050,119,540.0,50,75.0
1317,107.5,1486,126,201.978021978,85,106.142857143
1318,81.5,1717,255,5003.32417582,66,122.642857143
1319,40.5,586,59,59.8241758242,29,41.8571428571
1320,62.0,761,106,1275.63186813,13,54.3571428571
1321,69.0,894,99,288.593406593,34,63.8571428571
1322,185.0,2782,272,2146.68131868,147,198.714285714
1323,84.0,1078,107,596.0,35,77.0
1324,161.0,1980,191,2137.64835165,52,141.428571429
1325,147.5,2018,169,288.131868132,107,144.142857143
1326,445.5,6323,641,5555.01648352,338,451.642857143
1327,106.0,1582,157,449.230769231,87,113.0
1328,53.5,791,82,131.346153846,41,56.5
1329,89.0,1176,112,310.769230769,56,84.0
1330,50.0,709,72,112.093406593,33,50.6428571429
1331,42.0,644,89,563.230769231,14,46.0
1332,149.5,2833,404,10110.0934066,107,202.357142857
1333,78.5,1081,100,225.412087912,45,77.2142857143
1334,81.0,1106,100,272.0,53,79.0
1335,126.0,2057,260,4274.84065934,85,146.928571429
1336,55.0,770,69,70.7692307692,36,55.0
1337,53.5,841,96,754.686813187,27,60.0714285714
1338,123.0,1717,154,166.862637363,98,122.642857143
1339,177.0,2682,278,1779.34065934,139,191.571428571
1340,117.5,1501,154,1366.18131868,49,107.214285714
1341,132.0,1929,185,414.181318681,111,137.785714286
1342,118.0,1771,193,1162.73076923,83,126.5
1343,102.0,1243,166,1145.90151515,53,103.583333333
1344,182.0,2802,312,2059.36263736,158,200.142857143
1345,89.0,1322,127,338.725274725,69,94.4285714286
1346,1203.5,17300,1703,42498.0659341,1003,1235.71428571
1347,88.5,1256,116,188.21978022,69,89.7142857143
1348,141.0,1984,196,824.065934066,97,141.714285714
1349,102.0,1429,132,234.532967033,84,102.071428571
1350,436.0,6175,551,2386.84065934,379,441.071428571
1351,93.0,1373,138,529.302197802,69,98.0714285714
1352,59.0,832,91,179.494505495,38,59.4285714286
1353,381.0,4228,488,26315.2307692,93,302.0
1354,209.0,3010,249,318.461538462,192,215.0
1355,357.5,4969,464,4138.99450549,253,354.928571429
1356,163.0,2424,233,652.901098901,139,173.142857143
1357,163.0,2246,190,467.032967033,114,160.428571429
1358,208.0,2842,354,9626.92307692,14,203.0
1359,44.0,789,117,657.016483516,33,56.3571428571
1360,55.0,820,111,260.571428571,45,58.5714285714
1361,149.0,1886,189,1996.21978022,57,134.714285714
1362,62.5,885,85,216.642857143,42,63.2142857143
1363,100.0,1412,123,97.8241758242,88,100.857142857
1364,73.5,1178,143,879.054945055,46,84.1428571429
1365,322.5,4268,364,2443.20879121,215,304.857142857
1366,130.0,1353,178,4684.4010989,11,96.6428571429
1367,94.0,1594,281,4839.05494505,27,113.857142857
1368,106.0,1484,131,206.307692308,85,106.0
1369,66.5,912,80,108.43956044,46,65.1428571429
1370,125.5,1697,173,1311.41208791,64,121.214285714
1371,101.0,1178,134,1942.59340659,27,84.1428571429
1372,1004.0,9497,1126,204065.269231,97,730.538461538
1373,424.0,6484,779,18819.5164835,307,463.142857143
1374,60.0,812,70,91.0769230769,40,58.0
1375,71.0,917,87,313.038461538,32,65.5
1376,138.0,1972,200,459.978021978,115,140.857142857
1377,174.5,2637,297,1774.24725275,138,188.357142857
1378,79.0,1048,115,541.516483516,41,74.8571428571
1379,240.5,3200,301,2523.95604396,149,228.571428571
1380,73.5,1015,105,199.192307692,55,72.5
1381,149.5,2204,211,801.340659341,112,157.428571429
1382,66.5,921,73,28.3351648352,56,65.7857142857
1383,170.5,2103,210,2972.02747253,59,150.214285714
1384,63.5,1293,295,7706.4010989,8,92.3571428571
1385,88.0,1261,118,232.532967033,70,90.0714285714
1386,77.0,1041,101,245.324175824,42,74.3571428571
1387,129.5,2527,285,6445.96153846,102,180.5
1388,75.0,1132,113,488.285714286,57,80.8571428571
1389,105.0,1466,139,361.912087912,76,104.714285714
1390,40.5,719,80,370.401098901,31,51.3571428571
1391,147.0,1528,161,876.890909091,68,138.909090909
1392,263.0,3537,303,1096.86263736,194,252.642857143
1393,75.5,1073,113,365.631868132,46,76.6428571429
1394,374.0,4959,485,8222.95054945,206,354.214285714
1395,105.0,1456,115,106.461538462,80,104.0
1396,342.0,4627,395,1557.96153846,244,330.5
1397,212.0,3277,335,3186.84065934,154,234.071428571
1398,48.5,784,87,378.153846154,33,56.0
1399,140.5,1995,223,1123.03846154,94,142.5
1400,151.0,1205,194,478.553571429,123,150.625
1401,96.0,1347,119,108.489010989,79,96.2142857143
1402,74.5,991,106,611.71978022,34,70.7857142857
1403,148.0,2178,238,1345.8021978,105,155.571428571
1404,137.0,1793,149,465.60989011,89,128.071428571
1405,71.5,962,85,144.373626374,43,68.7142857143
1406,57.0,852,79,81.3626373626,46,60.8571428571
1407,71.5,913,99,691.412087912,25,65.2142857143
1408,65.5,935,89,109.258241758,49,66.7857142857
1409,228.5,3176,261,625.67032967,188,226.857142857
1410,126.0,1882,185,506.10989011,113,134.428571429
1411,147.0,2160,210,982.835164835,117,154.285714286
1412,150.5,2298,258,3332.9010989,90,164.142857143
1413,77.5,1117,116,411.873626374,41,79.7857142857
1414,46.0,663,68,78.4010989011,36,47.3571428571
1415,64.0,930,100,182.879120879,50,66.4285714286
1416,54.5,914,108,710.681318681,32,65.2857142857
1417,170.0,2370,195,232.989010989,139,169.285714286
1418,97.5,1353,126,253.93956044,75,96.6428571429
1419,129.5,1774,148,290.065934066,99,126.714285714
1420,214.0,2363,255,5286.18131868,78,168.785714286
1421,126.5,1745,164,493.93956044,87,124.642857143
1422,119.5,1679,191,626.379120879,89,119.928571429
1423,90.0,1329,149,832.686813187,55,94.9285714286
1424,160.0,2543,260,2047.01648352,125,181.642857143
1425,71.0,1015,86,82.2692307692,59,72.5
1426,503.0,5226,622,57947.6043956,74,373.285714286
1427,191.0,2747,256,1227.87362637,143,196.214285714
1428,75.5,1159,114,381.412087912,55,82.7857142857
1429,121.5,1641,136,243.565934066,92,117.214285714
1430,43.0,575,68,233.456043956,19,41.0714285714
1431,114.0,1517,166,734.862637363,58,108.357142857
1432,307.5,4757,585,11607.4120879,202,339.785714286
1433,73.5,969,83,165.565934066,34,69.2142857143
1434,467.0,6280,560,6034.41758242,308,448.571428571
1435,62.0,909,92,229.917582418,43,64.9285714286
1436,309.5,4377,454,3998.70879121,225,312.642857143
1437,98.0,1365,123,149.807692308,76,97.5
1438,169.5,2306,248,1825.45054945,79,164.714285714
1439,124.5,1672,161,1006.72527473,65,119.428571429
1440,140.5,2058,199,664.0,114,147.0
1441,94.0,1317,113,157.917582418,69,94.0714285714
1442,46.5,656,61,58.4395604396,36,46.8571428571
1443,90.5,1294,133,448.10989011,65,92.4285714286
1444,73.5,1282,154,1730.87912088,42,91.5714285714
1445,199.0,2809,229,389.478021978,170,200.642857143
1446,211.5,2922,289,3767.14285714,116,208.714285714
1447,81.5,687,100,1209.12222222,4,68.7
1448,45.5,625,75,156.401098901,25,44.6428571429
1449,123.0,1938,244,2953.64835165,81,138.428571429
1450,67.5,994,107,465.538461538,44,71.0
1451,135.0,1868,190,954.571428571,85,133.428571429
1452,58.0,857,86,140.950549451,43,61.2142857143
1453,115.0,2207,328,6113.63186813,90,157.642857143
1454,147.5,1956,162,387.912087912,101,139.714285714
1455,113.0,1549,135,347.631868132,70,110.642857143
1456,93.5,1343,112,71.1483516484,83,95.9285714286
1457,121.5,1630,142,549.802197802,68,116.428571429
1458,91.0,1423,152,736.708791209,73,101.642857143
1459,85.5,681,109,416.125,60,85.125
1460,80.0,1063,138,1391.3021978,26,75.9285714286
1461,455.5,6504,631,5354.10989011,388,464.571428571
1462,95.5,486,112,1668.8,1,81.0
1463,102.5,1430,154,902.285714286,56,102.142857143
1464,64.0,350,221,10339.0,1,87.5
1465,283.5,1284,350,22042.8,2,214.0
1466,111.5,1533,128,209.038461538,80,109.5
1467,151.0,2172,211,398.43956044,133,155.142857143
1468,139.5,2083,229,1255.56593407,111,148.785714286
1469,503.5,7120,794,22646.4175824,267,508.571428571
1470,84.5,1361,173,1406.02747253,55,97.2142857143
1471,74.5,1110,128,609.912087912,52,79.2857142857
1472,339.5,4764,432,1513.75824176,297,340.285714286
1473,88.5,1269,129,636.862637363,47,90.6428571429
1474,158.5,2571,336,4180.70879121,117,183.642857143
1475,47.0,721,85,217.038461538,33,51.5
1476,66.0,892,71,46.989010989,53,63.7142857143
1477,202.0,2216,254,5656.98901099,55,158.285714286
1478,235.5,2653,287,2729.90151515,97,221.083333333
1479,118.0,1820,254,6421.69230769,42,130.0
1480,80.0,1128,111,239.494505495,56,80.5714285714
1481,88.5,1150,124,413.67032967,50,82.1428571429
1482,101.0,1454,143,625.516483516,64,103.857142857
1483,298.0,4347,397,2216.26923077,242,310.5
1484,200.0,2766,274,1625.03296703,134,197.571428571
1485,103.5,1548,165,801.494505495,79,110.571428571
1486,68.0,923,107,286.379120879,38,65.9285714286
1487,40.0,537,48,42.2472527473,28,38.3571428571
1488,107.0,1523,128,106.181318681,95,108.785714286
1489,206.0,2790,239,992.989010989,143,199.285714286
1490,110.5,1572,147,487.604395604,83,112.285714286
1491,92.0,1318,139,415.362637363,65,94.1428571429
1492,63.0,843,75,127.258241758,38,60.2142857143
1493,75.0,910,101,804.307692308,19,65.0
1494,179.0,2573,260,1029.25824176,139,183.785714286
1495,82.5,1085,106,578.423076923,40,77.5
1496,152.0,2163,189,313.5,131,154.5
1497,82.0,1136,99,143.824175824,56,81.1428571429
1498,68.5,1061,110,320.796703297,55,75.7857142857
1499,111.5,1637,176,464.840659341,92,116.928571429
1500,193.5,2713,267,1202.64285714,151,193.785714286
1501,221.0,2807,257,1948.11538462,127,200.5
1502,155.0,2091,192,1304.4010989,86,149.357142857
1503,182.5,2064,206,834.0,113,172.0
1504,98.0,1375,124,428.027472527,65,98.2142857143
1505,73.0,996,90,257.67032967,48,71.1428571429
1506,87.5,1265,137,555.785714286,58,90.3571428571
1507,74.5,1076,96,128.593406593,64,76.8571428571
1508,52.0,801,97,298.489010989,37,57.2142857143
1509,63.0,938,88,90.9230769231,52,67.0
1510,42.0,590,56,53.0549450549,31,42.1428571429
1511,127.0,1858,254,2263.45054945,68,132.714285714
1512,108.5,1527,180,1430.84065934,53,109.071428571
1513,79.0,1211,127,499.346153846,58,86.5
1514,122.0,1689,187,2469.63186813,51,120.642857143
1515,212.5,3139,316,1747.56593407,166,224.214285714
1516,62.0,879,82,142.027472527,40,62.7857142857
1517,69.5,1131,129,916.181318681,48,80.7857142857
1518,91.0,1297,112,125.93956044,73,92.6428571429
1519,102.5,1415,152,467.763736264,63,101.071428571
1520,56.0,860,90,349.340659341,36,61.4285714286
1521,94.5,1331,107,38.6868131868,86,95.0714285714
1522,115.5,1570,142,513.054945055,75,112.142857143
1523,69.0,810,107,704.272727273,4,67.5
1524,133.0,1922,181,457.450549451,104,137.285714286
1525,108.5,1538,133,148.747252747,95,109.857142857
1526,18.5,247,35,58.7087912088,5,17.6428571429
1527,62.0,912,105,238.901098901,50,65.1428571429
1528,375.5,4840,470,14190.989011,106,345.714285714
1529,39.0,423,63,172.072727273,19,38.4545454545
1530,60.0,854,77,79.2307692308,48,61.0
1531,87.5,1203,122,367.148351648,52,85.9285714286
1532,82.5,1126,110,503.340659341,48,80.4285714286
1533,111.5,1597,156,883.763736264,69,114.071428571
1534,95.0,1391,138,325.016483516,73,99.3571428571
1535,731.5,10304,958,10116.6153846,583,736.0
1536,116.0,1652,166,947.384615385,76,118.0
1537,74.0,1229,136,957.258241758,55,87.7857142857
1538,115.0,1685,179,1128.24725275,73,120.357142857
1539,152.5,2182,225,1011.67032967,114,155.857142857
1540,185.0,2693,408,8893.32417582,83,192.357142857
1541,69.0,1017,102,231.324175824,56,72.6428571429
1542,56.5,743,69,156.840659341,30,53.0714285714
1543,63.0,880,74,70.9010989011,43,62.8571428571
1544,192.5,2814,330,2946.15384615,133,201.0
1545,89.0,1299,121,295.258241758,68,92.7857142857
1546,71.0,975,87,149.016483516,52,69.6428571429
1547,77.5,1348,228,3707.75824176,35,96.2857142857
1548,47.0,1124,198,3967.6043956,29,80.2857142857
1549,109.0,1551,132,186.489010989,91,110.785714286
1550,128.5,1704,174,1038.06593407,60,121.714285714
1551,98.5,1443,160,512.379120879,68,103.071428571
1552,65.5,926,99,383.824175824,37,66.1428571429
1553,113.0,1596,142,232.923076923,87,114.0
1554,91.5,1318,133,611.978021978,57,94.1428571429
1555,143.5,2282,251,2534.92307692,109,163.0
1556,142.5,1794,176,2047.51648352,1,128.142857143
1557,337.0,4885,413,1272.22527473,286,348.928571429
1558,102.5,1807,237,3154.53296703,78,129.071428571
1559,82.0,1165,130,890.642857143,38,83.2142857143
1560,226.0,3106,274,1183.82417582,157,221.857142857
1561,245.0,2421,336,19240.532967,12,172.928571429
1562,56.5,825,95,181.60989011,40,58.9285714286
1563,54.0,725,67,75.8736263736,37,51.7857142857
1564,157.0,2293,240,778.642857143,133,163.785714286
1565,70.5,985,101,566.093406593,42,70.3571428571
1566,91.5,1240,110,222.879120879,62,88.5714285714
1567,62.0,931,114,458.269230769,41,66.5
1568,203.0,2927,365,4899.60989011,122,209.071428571
1569,93.0,1073,112,1343.01648352,5,76.6428571429
1570,153.0,2200,206,622.747252747,131,157.142857143
1571,374.5,4130,585,43396.1538462,11,295.0
1572,103.5,1307,165,1543.01648352,5,93.3571428571
1573,193.0,2562,248,1985.38461538,116,183.0
1574,84.5,1127,95,154.423076923,51,80.5
1575,71.5,976,85,97.2967032967,52,69.7142857143
1576,101.5,1503,148,678.862637363,69,107.357142857
1577,35.0,561,80,278.225274725,23,40.0714285714
1578,107.0,1165,149,449.890909091,70,105.909090909
1579,40.5,621,83,293.631868132,23,44.3571428571
1580,148.0,2645,321,5999.14835165,102,188.928571429
1581,63.0,911,85,146.071428571,45,65.0714285714
1582,101.5,1411,131,238.796703297,81,100.785714286
1583,245.5,3067,279,3363.3021978,125,219.071428571
1584,201.5,2798,240,645.362637363,158,199.857142857
1585,91.0,1124,108,460.373626374,43,80.2857142857
1586,60.0,871,90,265.565934066,37,62.2142857143
1587,59.0,849,101,267.93956044,39,60.6428571429
1588,91.5,1354,128,265.912087912,70,96.7142857143
1589,114.0,1451,148,1257.93956044,49,103.642857143
1590,219.0,3094,400,5605.84615385,113,221.0
1591,144.0,1932,201,1788.0,79,138.0
1592,71.0,993,89,123.917582418,52,70.9285714286
1593,89.5,1273,139,681.763736264,56,90.9285714286
1594,104.0,1495,148,523.873626374,73,106.785714286
1595,81.5,1224,119,355.186813187,58,87.4285714286
1596,149.0,1913,176,1199.93956044,72,136.642857143
1597,213.0,2411,274,8737.41208791,33,172.214285714
1598,51.0,751,71,110.554945055,38,53.6428571429
1599,93.5,1335,132,324.554945055,68,95.3571428571
1600,69.5,1008,84,59.8461538462,58,72.0
1601,68.0,928,81,112.835164835,50,66.2857142857
1602,79.5,1096,99,154.989010989,53,78.2857142857
1603,153.0,2114,240,1212.0,107,151.0
1604,47.5,757,85,229.60989011,36,54.0714285714
1605,247.0,3575,335,1594.86263736,196,255.357142857
1606,66.5,941,90,322.489010989,39,67.2142857143
1607,50.5,699,69,120.994505495,35,49.9285714286
1608,113.0,1507,133,327.17032967,73,107.642857143
1609,119.0,969,154,767.75,66,107.666666667
1610,251.0,3349,302,1619.41208791,174,239.214285714
1611,109.5,1736,228,1688.76923077,89,124.0
1612,165.5,2190,206,1232.87912088,95,156.428571429
1613,353.5,3336,400,29048.989011,21,238.285714286
1614,78.0,1169,140,635.346153846,51,83.5
1615,250.0,2650,291,9799.14285714,63,189.285714286
1616,450.5,6467,622,4822.84065934,390,461.928571429
1617,66.0,873,77,155.631868132,43,62.3571428571
1618,86.5,1184,116,558.571428571,16,84.5714285714
1619,166.5,2474,268,1469.91208791,130,176.714285714
1620,243.5,3215,311,4016.86263736,107,229.642857143
1621,132.0,1703,177,1958.4010989,39,121.642857143
1622,121.5,1719,158,277.565934066,94,122.785714286
1623,312.5,4867,625,10321.1703297,224,347.642857143
1624,356.0,5138,478,3302.15384615,284,367.0
1625,173.5,2497,206,186.708791209,159,178.357142857
1626,337.0,3802,413,13500.4175824,127,271.571428571
1627,165.0,2348,214,758.989010989,122,167.714285714
1628,110.5,1498,146,392.307692308,67,107.0
1629,2038.5,31118,3392,238370.527473,1822,2222.71428571
1630,93.0,1224,122,449.032967033,46,87.4285714286
1631,309.5,4503,444,3169.93956044,239,321.642857143
1632,58.0,809,84,240.796703297,26,57.7857142857
1633,68.0,1014,113,229.956043956,54,72.4285714286
1634,103.0,1454,133,155.824175824,83,103.857142857
1635,69.5,1005,95,257.71978022,48,71.7857142857
