shop_id,mean_l2m,var_l2m,min_l2m,max_l2m,median_l2m,sum_l2m
1108,111.066666667,1095.09885057,65,179,98.5,3332
1109,125.476190476,476.861904762,85,169,129.0,2635
1110,171.9,2527.26551724,70,234,191.5,5157
1111,65.4666666667,461.154022989,17,100,71.0,1964
1112,74.5666666667,351.909195402,28,112,75.5,2237
1113,196.966666667,1205.4816092,155,301,190.0,5909
1114,160.933333333,2336.75402299,81,215,183.0,4828
1115,47.9666666667,324.654022989,11,90,44.5,1439
1116,206.4,15189.9034483,11,393,240.5,6192
1117,240.2,854.234482759,199,303,235.5,7206
1118,119.733333333,2286.06436782,65,204,98.0,3592
1119,67.9666666667,400.447126437,41,112,62.0,2039
1120,47.5172413793,135.687192118,26,72,46.0,1378
1121,130.6,581.972413793,92,190,126.0,3918
1122,110.0,980.0,73,215,111.0,3300
1123,549.066666667,11033.9264368,407,749,541.0,16472
1124,46.3,1114.21724138,13,125,27.5,1389
1125,286.066666667,12690.1333333,168,606,252.0,8582
1126,99.6666666667,400.850574713,59,145,97.0,2990
1127,103.033333333,793.412643678,48,166,92.0,3091
1128,89.1666666667,3041.1091954,43,313,78.5,2675
1129,105.2,616.510344828,75,170,99.5,3156
1130,104.7,569.182758621,55,163,107.5,3141
1131,174.533333333,4683.08505747,62,255,210.5,5236
1132,69.9,110.575862069,47,89,70.5,2097
1133,51.4666666667,96.1195402299,31,78,52.0,1544
1134,69.2,298.234482759,39,109,65.0,2076
1135,152.433333333,1329.42643678,78,239,142.5,4573
1136,202.766666667,638.254022989,166,256,199.5,6083
1137,70.8666666667,214.87816092,49,109,71.0,2126
1138,57.5333333333,156.326436782,31,84,58.5,1726
1139,75.75,213.673913043,55,111,74.5,1818
1140,119.766666667,3742.94367816,29,209,144.0,3593
1141,86.2333333333,216.805747126,53,113,86.5,2587
1142,82.6,769.075862069,52,170,71.5,2478
1143,96.1379310345,1809.908867,43,183,84.0,2788
1144,82.5517241379,437.899014778,55,138,78.0,2394
1145,68.4333333333,812.254022989,39,147,60.5,2053
1146,188.1,343.955172414,156,234,186.0,5643
1147,395.333333333,10565.816092,158,522,431.5,11860
1148,61.8571428571,553.164021164,7,123,68.0,1732
1149,58.0333333333,262.171264368,26,96,57.0,1741
1150,343.433333333,3876.73678161,236,477,331.0,10303
1151,119.7,538.906896552,78,168,122.0,3591
1152,194.1,1358.50689655,141,267,187.5,5823
1153,201.566666667,1417.4954023,136,291,206.0,6047
1154,59.6666666667,341.195402299,31,100,56.5,1790
1155,59.6666666667,356.022988506,38,151,55.0,1790
1156,79.7,398.217241379,45,119,75.0,2391
1157,72.0,898.620689655,25,141,77.5,2160
1158,65.7333333333,124.340229885,50,90,64.0,1972
1159,80.9333333333,196.822988506,54,113,80.0,2428
1160,50.4333333333,150.116091954,25,70,52.5,1513
1161,105.04,2653.37333333,1,211,101.0,2626
1162,89.8,990.234482759,47,159,79.0,2694
1163,70.0666666667,1236.47816092,15,130,80.5,2102
1164,65.0,859.785714286,13,133,76.0,1885
1165,70.2333333333,194.943678161,48,100,70.5,2107
1166,92.3,196.148275862,67,127,88.5,2769
1167,103.433333333,1262.46091954,65,189,88.0,3103
1168,214.866666667,3995.15402299,139,352,200.0,6446
1169,149.166666667,1034.48850575,70,235,151.0,4475
1170,56.2333333333,154.116091954,36,90,53.5,1687
1171,80.4,2118.17931034,34,196,61.0,2412
1172,73.0666666667,882.754022989,31,137,61.5,2192
1173,91.8666666667,461.429885057,28,135,88.5,2756
1174,120.333333333,2008.71264368,44,173,141.0,3610
1175,176.633333333,1374.51609195,80,233,177.5,5299
1176,114.133333333,941.774712644,76,231,108.0,3424
1177,105.366666667,262.37816092,74,151,103.5,3161
1178,169.166666667,7917.72988506,31,298,217.0,5075
1179,84.9,372.920689655,42,126,87.5,2547
1180,145.5,1290.12068966,93,210,135.5,4365
1181,175.566666667,721.288505747,122,218,177.5,5267
1182,72.3666666667,1012.10229885,45,200,63.0,2171
1183,60.8333333333,240.005747126,36,100,59.0,1825
1184,127.933333333,742.547126437,79,193,128.0,3838
1185,197.708333333,4408.65036232,5,310,197.0,4745
1186,70.6,137.351724138,46,102,69.5,2118
1187,78.8,645.820689655,47,138,75.5,2364
1188,129.133333333,2436.11954023,52,240,126.0,3874
1189,75.2857142857,326.73015873,43,119,74.5,2108
1190,370.1,4041.33448276,271,518,359.0,11103
1191,58.1333333333,69.8436781609,38,71,59.0,1744
1192,70.9,182.920689655,36,100,69.0,2127
1193,98.0666666667,653.788505747,57,152,104.0,2942
1194,153.233333333,744.529885057,112,215,150.0,4597
1195,91.3,3031.94137931,35,264,68.0,2739
1196,110.7,465.872413793,82,160,103.0,3321
1197,130.6,407.903448276,100,179,126.5,3918
1198,73.0,131.172413793,54,90,74.5,2190
1199,107.233333333,2826.66781609,22,170,137.5,3217
1200,69.0666666667,61.7885057471,47,83,70.0,2072
1201,161.533333333,2155.22298851,76,250,159.0,4846
1202,44.1333333333,240.257471264,22,75,42.0,1324
1203,187.866666667,4536.60229885,108,324,157.0,5636
1204,125.0,1532.75862069,73,209,116.0,3750
1205,85.2666666667,1373.16781609,17,137,96.0,2558
1206,52.4333333333,316.736781609,6,83,53.5,1573
1207,74.9333333333,447.71954023,42,140,72.0,2248
1208,122.433333333,1864.80574713,77,244,103.0,3673
1209,56.1333333333,145.774712644,38,83,53.5,1684
1210,76.9,252.851724138,50,109,76.0,2307
1211,242.0,6168.34482759,146,412,216.0,7260
1212,79.5333333333,477.36091954,33,124,79.0,2386
1213,173.3,4726.07931034,56,255,205.5,5199
1214,57.9666666667,1603.61954023,3,119,73.0,1739
1215,55.1333333333,341.705747126,30,103,49.0,1654
1216,79.0666666667,583.995402299,34,119,84.0,2372
1217,225.833333333,20570.6264368,82,605,174.0,6775
1218,127.866666667,3033.42988506,33,194,156.5,3836
1219,64.2666666667,330.409195402,36,107,63.0,1928
1220,174.111111111,6091.25641026,2,277,201.0,4701
1221,173.3,2323.80344828,101,291,161.5,5199
1222,83.4,257.55862069,58,129,80.5,2502
1223,122.3,878.7,66,187,119.5,3669
1224,129.3,1667.59655172,82,246,119.0,3879
1225,60.9333333333,318.47816092,25,89,62.5,1828
1226,494.0,3493.51724138,330,615,495.0,14820
1227,124.0,724.896551724,89,227,119.0,3720
1228,117.933333333,338.409195402,84,158,117.5,3538
1229,557.466666667,15745.0850575,97,714,582.5,16724
1230,61.3666666667,163.757471264,44,89,58.5,1841
1231,159.566666667,1566.46091954,103,284,160.0,4787
1232,54.7,178.010344828,26,81,51.5,1641
1233,75.5,647.844827586,42,116,72.0,2265
1234,46.0333333333,530.309195402,16,97,38.5,1381
1235,78.1333333333,229.912643678,47,114,77.5,2344
1236,121.933333333,286.409195402,94,156,122.5,3658
1237,67.8333333333,169.454022989,43,89,68.0,2035
1238,100.4,494.455172414,45,129,105.5,3012
1239,70.0666666667,76.9609195402,52,85,70.5,2102
1240,158.0,543.769230769,112,198,157.0,4266
1241,72.5666666667,1546.80574713,19,151,55.5,2177
1242,65.5333333333,179.912643678,36,92,64.5,1966
1243,41.0454545455,423.188311688,4,75,42.5,903
1244,157.333333333,429.954022989,124,197,157.0,4720
1245,83.2666666667,291.788505747,59,130,78.0,2498
1246,97.2,1766.51034483,45,190,80.0,2916
1247,78.8666666667,309.774712644,39,105,81.5,2366
1248,108.366666667,450.86091954,73,147,110.5,3251
1249,200.9,2119.19655172,106,259,222.0,6027
1250,175.2,2801.54482759,86,259,193.5,5256
1251,79.4333333333,274.874712644,41,118,78.0,2383
1252,196.133333333,6178.46436782,98,404,156.0,5884
1253,69.8,213.95862069,45,102,68.0,2094
1254,60.5666666667,114.667816092,46,86,57.0,1817
1255,63.2666666667,1332.20229885,32,175,48.0,1898
1256,247.966666667,1065.8954023,184,324,246.0,7439
1257,286.8,5024.17777778,190,408,265.5,2868
1258,260.333333333,8855.12643678,89,384,273.0,7810
1259,67.8,155.131034483,50,102,67.5,2034
1260,90.4666666667,388.188505747,44,132,92.0,2714
1261,90.0,1632.0,26,150,96.5,2700
1262,102.4,413.075862069,62,154,103.5,3072
1263,306.233333333,5284.18505747,214,440,291.5,9187
1264,125.6,1886.59310345,63,212,109.0,3768
1265,52.9,942.368965517,13,118,60.0,1587
1266,83.0,336.827586207,55,118,82.5,2490
1267,163.266666667,1952.75402299,70,257,165.0,4898
1268,327.866666667,4295.63678161,195,449,339.0,9836
1269,266.75,12916.25,117,359,295.5,1067
1270,93.3666666667,910.791954023,60,166,82.5,2801
1271,186.666666667,412.091954023,142,232,187.5,5600
1272,80.0333333333,541.964367816,38,119,81.5,2401
1273,133.266666667,399.857471264,81,174,129.5,3998
1274,67.6,303.55862069,35,111,68.0,2028
1275,140.1,7722.64482759,58,387,110.0,4203
1276,107.933333333,993.029885057,47,165,114.0,3238
1277,68.0666666667,332.96091954,33,115,67.0,2042
1278,76.4666666667,1785.15402299,32,157,54.5,2294
1279,94.6333333333,184.516091954,76,133,94.0,2839
1280,74.5333333333,165.567816092,54,104,73.5,2236
1281,77.4,146.455172414,59,104,74.5,2322
1282,67.1666666667,387.936781609,36,111,68.5,2015
1283,215.8,2525.26896552,139,321,210.0,6474
1284,87.5,231.362068966,56,125,84.0,2625
1285,110.8,414.855172414,65,146,114.5,3324
1286,122.666666667,5354.7816092,54,424,103.5,3680
1287,128.333333333,754.574712644,88,177,126.0,3850
1288,102.833333333,613.454022989,54,148,105.5,3085
1289,70.5666666667,461.426436782,41,132,67.5,2117
1290,95.6,816.593103448,56,168,84.0,2868
1291,72.0666666667,671.788505747,37,133,60.0,2162
1292,196.9,993.05862069,145,273,186.0,5907
1293,136.233333333,852.116091954,73,192,144.5,4087
1294,70.6333333333,336.447126437,47,117,64.5,2119
1295,68.2666666667,279.029885057,43,111,67.5,2048
1296,763.7,79444.2333333,510,1293,648.0,7637
1297,210.8,1457.54482759,53,267,215.0,6324
1298,157.933333333,697.512643678,107,201,160.5,4738
1299,155.689655172,855.293103448,96,203,160.0,4515
1300,69.3,328.906896552,41,106,66.5,2079
1301,102.233333333,616.185057471,64,156,97.0,3067
1302,689.6,66639.9724138,424,1173,551.0,20688
1303,165.066666667,837.305747126,105,212,171.0,4952
1304,114.066666667,1054.27126437,68,210,117.5,3422
1305,112.962962963,11673.037037,3,383,75.0,3050
1306,398.866666667,8690.94712644,283,660,359.5,11966
1307,61.5333333333,440.87816092,16,105,62.5,1846
1308,310.9,2743.8862069,190,385,320.5,9327
1309,270.633333333,3288.03333333,118,362,280.5,8119
1310,294.4,2299.2137931,235,397,277.0,8832
1311,88.3,428.768965517,60,139,89.5,2649
1312,106.7,213.251724138,81,135,105.0,3201
1313,57.3666666667,489.757471264,27,99,51.0,1721
1314,186.2,1085.95862069,125,263,184.0,5586
1315,195.866666667,2691.63678161,50,291,191.5,5876
1316,70.9,503.472413793,43,119,65.5,2127
1317,98.7666666667,257.357471264,59,126,96.5,2963
1318,124.933333333,5287.85747126,29,255,85.5,3748
1319,47.3333333333,165.540229885,21,71,47.5,1420
1320,59.8333333333,1210.2816092,13,106,71.0,1795
1321,65.9666666667,250.033333333,34,101,66.5,1979
1322,190.4,2212.59310345,132,272,168.0,5712
1323,70.5666666667,558.322988506,21,107,76.0,2117
1324,157.933333333,2693.5816092,52,299,163.5,4738
1325,134.1,448.162068966,95,169,134.0,4023
1326,520.766666667,46788.0471264,328,1187,450.5,15623
1327,109.066666667,481.788505747,62,157,106.0,3272
1328,56.6,164.593103448,41,91,53.0,1698
1329,86.6666666667,398.781609195,45,126,89.5,2600
1330,51.5,112.120689655,32,72,51.0,1545
1331,48.6,584.868965517,14,95,39.5,1458
1332,200.2,9585.2,79,404,158.5,6006
1333,76.8,264.855172414,45,134,77.5,2304
1334,77.1333333333,199.085057471,53,105,79.5,2314
1335,141.233333333,4703.56436782,56,262,111.0,4237
1336,57.6,83.9034482759,36,74,58.5,1728
1337,63.6,1039.35172414,27,132,48.5,1908
1338,131.9,389.196551724,98,180,129.0,3957
1339,195.2,2063.54482759,130,290,180.5,5856
1340,118.166666667,1336.14367816,49,175,128.0,3545
1341,134.666666667,461.954022989,100,185,131.0,4040
1342,125.4,1053.2137931,77,195,118.0,3762
1343,98.4642857143,660.48015873,53,166,94.5,2757
1344,192.5,2155.5,142,312,175.0,5775
1345,94.9,326.024137931,69,131,88.5,2847
1346,1212.86666667,60675.4298851,862,1790,1152.0,36386
1347,95.2,453.268965517,67,156,93.5,2856
1348,137.466666667,809.567816092,93,196,135.5,4124
1349,97.5333333333,247.291954023,61,132,98.0,2926
1350,453.7,4087.80344828,314,636,452.5,13611
1351,96.3333333333,688.091954023,59,150,93.0,2890
1352,57.9,175.679310345,38,91,55.0,1737
1353,308.333333333,22174.1609195,79,488,380.0,9250
1354,215.266666667,416.271264368,189,265,211.5,6458
1355,357.3,3333.25172414,253,464,361.0,10719
1356,169.1,1000.7137931,115,234,163.0,5073
1357,155.766666667,734.943678161,114,215,157.0,4673
1358,207.066666667,6438.82298851,14,354,208.0,6212
1359,57.1333333333,572.257471264,26,117,47.5,1714
1360,63.5333333333,203.154022989,44,111,61.0,1906
1361,143.466666667,2387.91264368,46,211,155.5,4304
1362,60.7666666667,232.047126437,28,86,60.5,1823
1363,97.2,183.475862069,61,123,97.5,2916
1364,83.4666666667,1097.22298851,44,163,72.5,2504
1365,306.966666667,2285.96436782,205,374,317.5,9209
1366,120.592592593,4507.4045584,11,209,155.0,3256
1367,121.266666667,6575.23678161,27,338,86.0,3638
1368,103.4,259.765517241,79,131,100.0,3102
1369,65.0333333333,175.481609195,44,95,64.0,1951
1370,139.4,2335.83448276,59,253,148.0,4182
1371,89.4,1769.28275862,18,139,109.5,2682
1372,841.269230769,150956.124615,97,1209,1037.0,21873
1373,453.633333333,15949.8954023,307,779,412.0,13609
1374,62.8333333333,352.41954023,40,128,60.5,1885
1375,66.3,327.320689655,32,92,71.0,1989
1376,124.966666667,1808.37816092,52,236,128.0,3749
1377,191.033333333,1913.55057471,129,297,181.0,5731
1378,80.4333333333,486.185057471,41,128,86.5,2413
1379,229.133333333,3132.8091954,94,307,251.5,6874
1380,76.2666666667,397.305747126,55,155,74.0,2288
1381,162.766666667,887.702298851,112,246,157.5,4883
1382,66.0666666667,165.581609195,39,94,64.5,1982
1383,145.566666667,2774.11609195,42,210,162.0,4367
1384,68.4,6433.83448276,2,295,34.5,2052
1385,87.6666666667,266.643678161,54,118,86.0,2630
1386,76.8,277.2,42,111,78.0,2304
1387,167.233333333,7201.28850575,81,320,117.0,5017
1388,79.6333333333,636.998850575,40,129,73.5,2389
1389,102.166666667,379.66091954,76,143,101.0,3065
1390,51.6,321.972413793,27,84,46.5,1548
1391,145.5,667.565217391,68,174,155.0,3492
1392,248.2,1019.68275862,179,303,262.0,7446
1393,74.1666666667,342.212643678,40,113,74.5,2225
1394,363.666666667,6840.98850575,206,492,371.5,10910
1395,108.466666667,230.11954023,80,143,105.5,3254
1396,324.933333333,1415.92643678,232,395,334.0,9748
1397,229.333333333,3063.26436782,154,335,208.0,6880
1398,58.3,446.010344828,23,101,52.0,1749
1399,141.966666667,1996.58505747,87,277,135.0,4259
1400,121.0,3411.625,1,194,142.0,2057
1401,94.1,172.782758621,72,123,92.5,2823
1402,74.2666666667,668.754022989,31,121,77.0,2228
1403,149.933333333,1521.85747126,95,238,134.5,4498
1404,135.3,998.631034483,69,204,142.5,4059
1405,71.6333333333,170.447126437,43,91,73.5,2149
1406,60.7666666667,83.4954022989,42,79,61.5,1823
1407,70.7,628.355172414,23,107,81.0,2121
1408,62.1666666667,148.41954023,39,89,63.5,1865
1409,228.633333333,681.481609195,188,298,228.5,6859
1410,135.6,736.937931034,107,213,126.0,4068
1411,157.6,974.455172414,112,220,153.0,4728
1412,168.333333333,3718.16091954,90,302,148.5,5050
1413,74.5,362.74137931,36,116,75.0,2235
1414,50.7333333333,126.133333333,34,80,48.0,1522
1415,70.9,176.3,50,103,69.0,2127
1416,70.5333333333,948.671264368,32,138,55.0,2116
1417,169.2,260.027586207,139,202,168.5,5076
1418,91.3,247.803448276,56,126,93.5,2739
1419,126.8,244.234482759,99,150,128.5,3804
1420,169.066666667,6780.20229885,3,276,212.5,5072
1421,134.066666667,807.788505747,87,210,128.5,4022
1422,118.3,402.424137931,81,191,118.0,3549
1423,101.3,963.389655172,55,188,96.5,3039
1424,181.333333333,1967.33333333,125,265,157.5,5440
1425,71.6,73.2137931034,50,86,72.5,2148
1426,414.133333333,58549.4298851,23,723,557.5,12424
1427,203.366666667,1459.8954023,143,264,194.0,6101
1428,81.9,497.955172414,44,123,77.0,2457
1429,125.1,462.231034483,85,175,124.5,3753
1430,46.1666666667,351.109195402,17,91,45.0,1385
1431,112.666666667,531.264367816,58,166,114.0,3380
1432,346.0,13349.7931034,202,644,302.0,10380
1433,67.7333333333,262.202298851,24,93,70.0,2032
1434,427.866666667,11092.3954023,146,564,463.5,12836
1435,65.7,187.803448276,43,92,63.0,1971
1436,297.466666667,3425.9816092,201,454,285.5,8924
1437,97.9333333333,177.581609195,72,123,97.5,2938
1438,167.233333333,1964.52988506,79,275,158.0,5017
1439,110.5,830.603448276,54,161,109.0,3315
1440,150.2,948.303448276,82,225,140.5,4506
1441,98.9333333333,316.340229885,68,148,100.0,2968
1442,44.4,66.0413793103,27,61,45.5,1332
1443,101.8,3873.68275862,65,412,83.5,3054
1444,91.3333333333,1902.7816092,42,161,67.5,2740
1445,200.066666667,347.098850575,152,229,202.0,6002
1446,151.966666667,7483.96436782,15,289,157.0,4559
1447,80.3043478261,1147.76679842,4,128,86.0,1847
1448,48.9,214.920689655,25,96,46.0,1467
1449,157.9,9932.78275862,59,463,122.0,4737
1450,70.9666666667,340.929885057,44,107,67.0,2129
1451,130.933333333,1196.68505747,72,191,133.5,3928
1452,60.5333333333,163.843678161,38,98,58.0,1816
1453,156.666666667,5039.40229885,90,328,118.5,4700
1454,138.8,304.648275862,101,173,142.0,4164
1455,112.8,340.44137931,70,148,111.5,3384
1456,95.8666666667,211.567816092,70,138,93.5,2876
1457,114.0,635.517241379,62,149,120.5,3420
1458,99.3,814.906896552,59,157,86.5,2979
1459,79.125,598.114130435,47,115,71.5,1899
1460,74.8333333333,1165.04022989,26,138,67.0,2245
1461,471.533333333,9273.15402299,317,658,453.5,14146
1462,128.0,2016.28571429,1,181,142.0,2816
1463,128.233333333,3710.04712644,56,409,118.5,3847
1464,87.5,10339.0,1,221,64.0,350
1465,240.272727273,9620.01731602,2,383,222.5,5286
1466,116.933333333,260.547126437,80,161,119.5,3508
1467,142.033333333,1016.3091954,88,215,144.5,4261
1468,146.366666667,1461.20574713,94,236,129.5,4391
1469,482.9,15173.4034483,267,794,482.0,14487
1470,100.533333333,1474.53333333,53,173,87.5,3016
1471,83.3888888889,899.89869281,40,148,77.5,1501
1472,333.6,2800.73103448,214,449,335.0,10008
1473,87.5333333333,649.567816092,42,129,87.5,2626
1474,182.933333333,3721.65057471,117,336,161.0,5488
1475,53.9,288.713793103,21,86,49.5,1617
1476,70.0333333333,184.929885057,48,99,68.5,2101
1477,173.7,5373.38965517,55,258,205.0,5211
1478,219.92,1726.16,97,287,225.0,5498
1479,116.3,7388.97586207,31,343,69.5,3489
1480,82.5666666667,307.357471264,56,123,78.5,2477
1481,86.7666666667,488.943678161,50,127,88.5,2603
1482,113.6,792.317241379,64,179,116.5,3408
1483,309.766666667,1912.11609195,231,397,304.5,9293
1484,197.6,1516.45517241,131,277,189.0,5928
1485,112.6,870.8,65,168,106.5,3378
1486,78.2,2483.2,38,323,68.0,2346
1487,42.8,190.786206897,22,96,41.5,1284
1488,119.033333333,504.86091954,86,175,110.5,3571
1489,204.433333333,996.254022989,143,260,212.0,6133
1490,117.5,1123.70689655,72,212,111.5,3525
1491,89.6666666667,286.022988506,65,139,87.5,2690
1492,61.9666666667,253.136781609,35,108,62.5,1859
1493,70.8666666667,793.154022989,19,108,82.0,2126
1494,177.366666667,974.929885057,120,260,177.0,5321
1495,82.6,773.144827586,27,126,94.0,2478
1496,149.366666667,525.412643678,95,191,146.5,4481
1497,81.0,129.862068966,56,100,82.0,2430
1498,84.6,1622.24827586,37,259,76.0,2538
1499,114.4,405.765517241,85,176,111.5,3432
1500,192.166666667,1355.04022989,127,267,187.0,5765
1501,199.766666667,2271.35747126,79,266,211.0,5993
1502,158.633333333,2346.92988506,63,290,165.5,4759
1503,174.5,931.62,79,214,180.0,4537
1504,96.6,384.868965517,56,124,97.0,2898
1505,75.1333333333,304.602298851,48,108,75.5,2254
1506,90.2,645.613793103,58,155,87.0,2706
1507,89.9666666667,748.998850575,64,208,81.5,2699
1508,54.3666666667,567.067816092,25,117,47.5,1631
1509,66.1666666667,112.212643678,51,92,62.5,1985
1510,49.1666666667,203.454022989,25,88,46.0,1475
1511,137.133333333,2385.9816092,68,254,131.0,4114
1512,119.9,3734.50689655,52,344,115.0,3597
1513,82.8333333333,504.143678161,12,127,84.5,2485
1514,120.333333333,2077.74712644,47,203,132.0,3610
1515,238.433333333,1973.35747126,166,344,229.0,7153
1516,68.1666666667,261.522988506,40,108,66.5,2045
1517,78.9666666667,900.929885057,8,129,72.5,2369
1518,91.0,239.310344828,62,124,86.5,2730
1519,107.766666667,863.426436782,63,198,105.5,3233
1520,73.1,508.368965517,36,134,72.5,2193
1521,89.1666666667,86.2126436782,63,107,89.5,2675
1522,124.566666667,1025.56436782,61,190,126.5,3737
1523,78.7857142857,1043.21164021,4,130,82.0,2206
1524,149.833333333,732.557471264,104,217,148.0,4495
1525,118.333333333,1241.47126437,95,293,111.5,3550
1526,14.48,64.76,4,35,13.0,362
1527,66.1333333333,278.11954023,29,105,63.0,1984
1528,340.766666667,15698.9436782,100,592,374.0,10223
1529,36.6111111111,175.663398693,3,63,39.0,659
1530,60.7333333333,81.167816092,44,79,61.0,1822
1531,86.9666666667,288.447126437,52,122,87.5,2609
1532,76.8333333333,674.281609195,39,163,80.0,2305
1533,122.8,1304.02758621,69,208,120.5,3684
1534,103.0,252.75862069,73,138,100.0,3090
1535,754.966666667,14504.0333333,524,1054,737.0,22649
1536,115.033333333,665.205747126,76,166,114.5,3451
1537,92.2,1081.95862069,55,164,78.5,2766
1538,118.933333333,971.167816092,73,179,113.5,3568
1539,147.366666667,1240.99885057,102,225,135.0,4421
1540,208.1,22550.162069,81,786,171.0,6243
1541,70.9,219.679310345,49,102,67.5,2127
1542,56.5333333333,140.602298851,30,73,61.0,1696
1543,59.1333333333,116.257471264,39,78,59.5,1774
1544,211.7,3342.14827586,133,348,195.5,6351
1545,93.5,177.362068966,68,121,91.0,2805
1546,87.9333333333,2129.02988506,48,276,77.0,2638
1547,89.9333333333,3133.92643678,29,228,59.0,2698
1548,90.5,2259.15517241,29,198,85.0,2715
1549,110.366666667,208.447126437,81,141,108.0,3311
1550,114.933333333,740.409195402,60,174,118.0,3448
1551,103.833333333,460.41954023,68,160,98.5,3115
1552,68.9,372.644827586,37,112,63.0,2067
1553,112.4,225.627586207,87,142,111.0,3372
1554,92.0666666667,434.96091954,56,133,95.5,2762
1555,159.6,2475.62758621,105,283,141.0,4788
1556,135.833333333,1587.86781609,1,202,144.0,4075
1557,378.1,4210.3,286,583,358.0,11343
1558,128.8,4182.85517241,51,280,101.0,3864
1559,83.4,2191.97241379,3,212,70.5,2502
1560,225.6,1282.93793103,157,302,221.0,6768
1561,180.266666667,16093.3057471,10,336,245.0,5408
1562,59.8333333333,116.005747126,40,95,59.0,1795
1563,60.9,388.782758621,34,120,57.0,1827
1564,166.2,858.924137931,133,240,157.0,4986
1565,74.3,613.45862069,31,116,80.5,2229
1566,81.8,227.406896552,55,110,82.5,2454
1567,73.1,741.955172414,37,135,70.0,2193
1568,183.033333333,4414.51609195,103,365,171.0,5491
1569,75.7333333333,1226.27126437,5,124,88.5,2272
1570,159.8,1023.75172414,99,221,155.0,4794
1571,309.766666667,35076.391954,11,585,374.5,9293
1572,95.2666666667,1156.96091954,5,165,99.5,2858
1573,198.866666667,2408.25747126,116,261,209.5,5966
1574,81.5,142.603448276,51,115,80.0,2445
1575,68.9,145.955172414,51,99,69.0,2067
1576,107.3,634.906896552,69,166,103.5,3219
1577,40.1666666667,306.971264368,16,80,32.5,1205
1578,92.1923076923,514.161538462,56,149,94.5,2397
1579,44.6,276.868965517,22,83,41.0,1338
1580,174.866666667,6281.56781609,64,321,143.0,5246
1581,67.5666666667,212.805747126,44,92,65.5,2027
1582,106.8,246.855172414,81,140,105.0,3204
1583,231.0,3013.17241379,125,316,247.5,6930
1584,208.433333333,623.564367816,158,256,206.5,6253
1585,71.3666666667,939.136781609,29,126,64.0,2141
1586,62.0,275.379310345,35,97,56.0,1860
1587,62.8,239.544827586,36,101,59.5,1884
1588,102.166666667,347.591954023,70,144,95.5,3065
1589,109.366666667,1260.10229885,49,172,118.5,3281
1590,200.533333333,4173.29195402,83,400,195.5,6016
1591,154.5,6219.15517241,74,514,145.5,4635
1592,69.6666666667,112.16091954,52,93,67.0,2090
1593,106.2,2170.23448276,56,262,89.5,3186
1594,111.233333333,573.840229885,73,170,106.5,3337
1595,88.6,395.075862069,58,134,80.5,2658
1596,139.233333333,1154.04712644,71,176,154.0,4177
1597,175.366666667,9239.75747126,8,285,223.5,5261
1598,57.2,140.096551724,37,83,55.5,1716
1599,90.0333333333,320.240229885,61,132,88.0,2701
1600,66.7,238.768965517,34,99,68.5,2001
1601,61.5,124.120689655,46,82,59.5,1845
1602,78.1,124.162068966,53,101,77.0,2343
1603,145.033333333,1415.41264368,91,264,144.5,4351
1604,57.1333333333,465.291954023,30,112,47.5,1714
1605,238.333333333,1560.36781609,174,335,236.0,7150
1606,68.7333333333,261.788505747,39,94,68.5,2062
1607,51.4333333333,120.529885057,31,70,51.0,1543
1608,103.866666667,482.11954023,62,140,107.5,3116
1609,103.545454545,708.072727273,66,154,92.0,1139
1610,219.233333333,1289.28850575,162,302,211.0,6577
1611,121.6,1438.73103448,84,228,108.5,3648
1612,166.633333333,1104.10229885,95,218,172.5,4999
1613,277.592592593,22281.2507123,21,405,363.0,7495
1614,86.9333333333,1010.96091954,29,181,83.0,2608
1615,210.966666667,11610.7229885,32,354,263.0,6329
1616,451.766666667,5328.46091954,354,622,436.5,13553
1617,66.2,205.475862069,40,95,69.0,1986
1618,84.7333333333,610.891954023,16,140,84.0,2542
1619,166.933333333,2095.16781609,70,268,165.0,5008
1620,202.433333333,4980.59885057,77,326,220.0,6073
1621,121.466666667,2363.91264368,32,202,137.0,3644
1622,120.9,239.610344828,92,158,121.5,3627
1623,325.733333333,8009.65057471,224,625,302.0,9772
1624,366.333333333,2953.12643678,284,478,349.5,10990
1625,177.366666667,742.447126437,107,251,171.5,5321
1626,252.866666667,13527.7747126,10,413,280.0,7586
1627,172.266666667,695.443678161,122,225,169.0,5168
1628,106.6,304.455172414,67,154,107.5,3198
1629,2182.16666667,250591.936782,1660,3392,2005.5,65465
1630,87.1333333333,491.085057471,40,122,90.5,2614
1631,288.166666667,3648.00574713,192,444,277.0,8645
1632,56.6333333333,273.61954023,13,89,54.5,1699
1633,73.2,154.786206897,54,113,70.0,2196
1634,108.333333333,191.540229885,83,141,105.5,3250
1635,70.5666666667,262.322988506,48,96,69.0,2117
1636,76.9,222.368965517,39,113,77.5,2307
1637,112.2,1089.6137931,54,167,120.0,3366
1638,134.566666667,1887.77126437,71,215,119.5,4037
1639,94.5666666667,2920.04712644,38,193,70.5,2837
1640,52.9333333333,1201.23678161,17,133,32.5,1588
1641,69.3666666667,253.964367816,43,103,67.5,2081
1642,217.9,2500.85172414,153,414,220.0,6537
1643,49.3103448276,216.578817734,22,80,48.0,1430
1644,142.5,412.327586207,105,185,140.0,4275
1645,269.3,4907.73448276,124,368,286.0,8079
